,start,n_intervals,device_id,prices
153,2023-10-07 19:15:00+00:00,74,3,"[7.619, 7.2, 7.07, 7.064, 7.062000000000001, 7.061, 7.181000000000001, 7.709, 8.351, 10.0, 10.212000000000002, 10.086, 8.694, 7.651, 7.057, 5.515000000000001, 5.460000000000001, 7.08]"
154,2023-10-10 14:30:00+00:00,13,3,"[11.736, 12.742, 13.927]"
155,2023-10-12 07:30:00+00:00,32,3,"[13.090000000000002, 12.494, 11.108, 10.429000000000002, 10.838, 12.0, 12.571, 14.5, 16.990000000000002, 22.099000000000004, 15.127000000000002, 12.936000000000002, 12.35, 10.984000000000002, 12.399, 11.5, 10.714, 10.14, 10.008, 9.525, 12.943, 14.345, 14.525, 13.205000000000002, 9.9, 7.202, 3.4450000000000003, 0.73, 0.431, 0.424, 1.0, 4.648, 7.423000000000002, 7.63, 1.594, 0.505, 0.02, -0.081, -0.009, -0.187, -0.149, -0.172, -0.221, -0.208, -0.096, -0.002, 0.909, 2.06, 0.108, -0.005, -0.094, -0.109, -0.1389999999999999, -0.008, 0.06, 6.719, 11.79, 12.997, 9.691, 8.568000000000001, 7.459, 4.706, 1.467, 0.696, 0.579, 0.906, 0.572, 0.763, 0.588, 2.134, 2.458, 3.09, 0.507, 0.004, -0.009, -0.1, -0.176, -0.023, 0.104, 8.08]"
156,2023-10-21 07:45:00+00:00,91,3,"[4.483, 3.1100000000000003, 2.08, 1.0, 1.3210000000000002, 2.8030000000000004, 8.435, 11.477, 12.840000000000002, 11.472, 9.021, 5.339, 4.933, 4.015, 3.937, 3.036, 1.861, 1.5630000000000002, 1.835, 3.4320000000000004, 3.026, 5.82, 5.45, 6.283, 5.158, 4.859000000000001, 4.4990000000000006, 2.9190000000000005, 3.186, 5.129, 7.731999999999998, 12.583, 13.529, 13.902, 12.605, 11.247, 10.218000000000002, 9.666, 9.946, 10.006, 10.128, 10.011, 9.873, 10.541, 14.29, 17.75, 19.839]"
157,2023-10-23 15:30:00+00:00,54,3,"[16.519000000000002, 15.590000000000002, 12.733, 10.402, 10.795000000000002, 9.276, 10.133, 9.721, 9.454, 8.946, 9.027, 9.48, 10.165, 12.012]"
158,2023-10-27 13:30:00+00:00,74,3,"[12.641, 12.836000000000002, 13.982, 14.054, 12.089, 10.005, 9.684, 9.37, 8.459999999999999, 6.861000000000001, 6.4590000000000005, 5.5, 6.051, 6.901000000000001, 6.647, 7.990000000000002, 9.069, 8.950000000000001, 8.701, 6.979000000000001, 6.986000000000001, 6.790000000000001, 7.391, 8.700000000000001, 11.202, 13.980000000000002, 14.896, 11.883, 9.035, 8.351, 7.548000000000002, 4.748, 1.4050000000000002, 0.096, 0.001, 0.002, -0.024, -0.028, -0.039, -0.036, -0.007, 0.001, 0.0]"
159,2023-10-31 11:15:00+00:00,90,3,"[9.777, 10.497, 11.751, 13.511000000000005, 16.181, 17.204, 15.292, 12.588, 11.592, 10.492, 9.537, 6.537000000000001, 6.558, 6.079000000000001, 6.074000000000001, 5.894, 6.604000000000001, 7.897, 8.556000000000001, 8.777, 6.923000000000001, 5.9, 5.140000000000001, 4.764, 5.199000000000001, 6.407, 8.065000000000001, 7.897, 8.495000000000001, 7.95, 6.657, 5.315, 3.951, 3.4170000000000003, 1.8760000000000003, 2.14, 1.697, 1.5380000000000005, 1.3410000000000002, 1.449, 2.252, 6.957, 7.501000000000001, 7.832, 6.916, 6.008]"
160,2023-11-06 17:15:00+00:00,56,3,"[13.952000000000002, 11.112000000000002, 10.567, 9.908, 8.774, 7.89, 7.63, 7.08, 6.801000000000001, 7.025, 8.334999999999999, 10.128, 13.289, 13.605000000000002]"
161,2023-11-07 16:15:00+00:00,0,3,[]
162,2023-11-07 16:15:00+00:00,78,3,"[14.938, 13.242, 10.472, 9.298, 8.869, 7.417, 7.06, 7.422, 6.673000000000001, 6.198, 6.676000000000001, 7.501000000000001, 8.450000000000001, 10.762, 11.147, 9.357, 8.476, 7.885, 7.571]"
163,2023-11-12 09:15:00+00:00,14,3,"[8.667, 8.809000000000001, 8.902]"
164,2023-11-18 09:00:00+00:00,16,3,"[9.608, 9.52, 9.47, 9.498, 9.706, 9.761, 9.598, 10.507, 10.734000000000002, 9.124, 8.31, 7.798000000000002, 7.376000000000001, 5.811, 1.913, 0.567, 0.41, 0.013, 0.007, 0.009, 0.233, 0.559, 1.449, 1.882, 1.259, 1.266, 1.167, 0.1, 1.5550000000000002]"
165,2023-11-26 10:00:00+00:00,7,3,"[11.47, 11.337000000000002]"
166,2023-11-27 16:15:00+00:00,57,3,"[12.322, 11.712000000000002, 10.061, 9.446, 9.52, 8.506, 7.774, 7.049, 6.747, 6.45, 6.829000000000001, 8.006, 8.934000000000001, 11.642]"
167,2023-12-03 08:45:00+00:00,86,3,"[10.496, 10.507, 10.291, 10.0, 10.568, 11.5, 12.22, 12.79, 12.905, 12.607, 11.233, 10.0, 9.909, 8.9, 9.386, 8.981, 8.802, 8.538, 8.583, 9.204, 10.41, 11.806]"
168,2023-12-04 16:15:00+00:00,60,3,"[12.463, 12.097, 11.448, 10.555, 10.0, 9.176, 9.085, 8.801, 8.573, 8.362, 8.471, 9.102, 10.8, 11.432, 12.228000000000002]"
169,2023-12-05 17:00:00+00:00,1,3,[14.747]
170,2023-12-18 16:00:00+00:00,61,3,"[10.422, 10.301000000000002, 9.618000000000002, 7.798000000000002, 7.109000000000001, 6.298, 5.5120000000000005, 4.729, 4.649, 4.506, 5.572, 5.8950000000000005, 6.501000000000001, 7.969, 9.367, 10.01]"
171,2023-12-30 07:45:00+00:00,0,3,[]
172,2023-12-30 12:30:00+00:00,27,3,"[4.204, 5.625, 6.999, 8.014000000000001, 7.999, 7.109000000000001, 6.2010000000000005]"
173,2024-01-27 13:15:00+00:00,1,3,[]
174,2024-01-27 13:30:00+00:00,0,3,[]
175,2024-01-27 13:45:00+00:00,70,3,"[7.244, 8.362, 9.337, 9.595, 9.253, 8.442, 7.607, 7.597, 7.27, 6.677, 6.092, 5.965, 5.994, 6.14, 6.411, 6.053, 5.964, 5.963, 5.508, 5.116, 4.575, 4.158, 4.009, 5.065, 5.641, 6.887, 7.784, 7.193, 6.988, 6.825, 5.717, 5.943, 5.6, 4.997, 4.726, 4.812, 4.797, 5.158, 6.006, 8.0, 9.357, 9.917]"
176,2024-01-29 17:30:00+00:00,56,3,"[10.752, 9.198, 8.679, 8.342, 8.029, 7.194, 6.879, 6.937, 6.744, 6.718, 6.937, 7.843, 9.06, 9.593]"
177,2024-02-01 16:00:00+00:00,61,3,"[9.161, 9.467, 9.789, 8.997, 8.329, 8.188, 7.338, 6.427, 5.994, 5.8, 5.469, 5.323, 5.507, 6.694, 7.699, 8.932]"
178,2024-02-02 14:30:00+00:00,85,3,"[5.273, 5.85, 6.897, 6.334, 5.506, 4.968, 4.603, 3.605, 2.474, 1.285, 0.673, 1.051, 0.853, 0.88, 1.648, 3.417, 4.599, 4.597, 3.562, 3.042, 3.058]"
179,2024-02-05 16:15:00+00:00,56,3,"[6.878, 6.184, 6.048, 5.965, 5.63, 4.741, 3.504, 2.765, 0.708, 0.307, 0.194, 1.938, 5.0, 6.816]"
180,2024-02-07 06:30:00+00:00,4,3,"[8.7, 8.553, 8.117, 7.801, 7.598, 7.924, 7.799, 8.821, 9.73, 12.005, 13.622, 10.97, 9.991, 8.765, 8.363, 7.921, 7.37, 7.32, 7.215, 7.294, 7.365, 7.785, 8.708, 11.0, 13.315]"
181,2024-02-10 11:45:00+00:00,23,3,"[6.672, 6.953, 7.717, 8.613, 8.895, 8.762, 8.101, 7.44, 6.784, 6.586, 6.346, 5.548, 5.367, 5.26, 4.683, 4.364, 4.625, 4.919, 5.316, 5.506, 5.797, 6.116, 6.554, 6.46, 6.212, 6.399, 6.63, 7.069, 7.85, 8.074]"
182,2024-02-13 07:15:00+00:00,0,3,"[7.512, 6.921, 6.387, 6.053, 6.026, 6.31, 7.07, 7.836, 9.501, 9.988, 9.099, 7.797, 7.186, 6.839, 6.474, 6.063, 5.934, 5.576, 5.479, 5.506, 5.843, 6.323, 7.274, 7.973]"
183,2024-02-16 15:00:00+00:00,1,3,[6.999]
184,2024-02-21 15:45:00+00:00,11,3,"[6.963, 6.858, 6.139]"
185,2024-02-24 20:00:00+00:00,88,3,"[5.994, 5.622, 5.22, 5.657, 5.544, 5.538, 5.489, 5.519, 5.507, 5.671, 5.992, 6.158, 6.182, 5.631, 5.412, 5.0, 4.603, 4.984, 5.5, 6.78, 8.219, 9.369, 7.918, 6.999, 6.592, 6.523, 5.838, 5.783, 5.682, 5.57, 5.18, 5.33, 5.792, 7.002, 7.99, 8.16, 7.383, 6.665, 6.503, 5.842, 5.819, 6.129, 6.495, 6.999, 7.7, 8.532, 8.101, 7.221, 6.569, 6.521, 6.076, 5.762, 5.755, 5.735, 5.687, 5.735, 6.31, 7.431, 9.563, 9.578, 8.081, 6.871, 6.493, 5.926, 5.925, 6.471, 7.206, 7.982, 9.802, 11.18, 10.517]"
186,2024-02-27 21:15:00+00:00,41,3,"[6.497, 6.036, 5.94, 6.134, 6.346, 6.374, 6.744, 7.43, 9.889, 10.449]"
187,2024-02-29 07:30:00+00:00,34,3,"[7.039, 6.047, 5.501, 5.398, 5.602, 5.507, 6.496, 7.098, 8.128]"
188,2024-03-01 18:15:00+00:00,6,3,[7.749]
189,2024-03-02 13:15:00+00:00,11,3,"[6.608, 7.3, 8.063]"
190,2024-03-02 20:15:00+00:00,47,3,"[6.094, 5.499, 5.45, 5.363, 5.38, 5.559, 5.531, 5.582, 5.6, 5.688, 5.477, 5.399]"
191,2024-03-03 08:30:00+00:00,8,3,"[5.201, 4.946]"
192,2024-03-03 13:15:00+00:00,22,3,"[5.413, 6.028, 7.558, 8.436, 8.696]"
193,2023-10-11 08:15:00+00:00,33,5,"[0.105, 0.0, -0.006, -0.004, 0.006, 5.7780000000000005, 10.223, 12.779000000000002]"
194,2023-11-28 18:30:00+00:00,48,5,"[13.912, 12.545000000000002, 11.684, 10.941, 9.843, 9.517, 9.203, 8.588, 8.491, 9.57, 10.284, 13.259]"
195,2023-12-08 19:45:00+00:00,45,5,"[10.112000000000002, 10.172, 9.058, 9.5, 8.51, 7.949, 7.306999999999999, 7.056000000000001, 7.301000000000001, 7.604000000000001, 8.24, 8.493]"
196,2024-01-08 16:00:00+00:00,76,5,"[12.913, 13.001, 12.212, 11.421, 10.283, 9.998, 9.149, 8.816, 8.704, 8.5, 8.414, 8.572, 8.928, 10.851, 12.406, 13.324, 12.091, 11.319, 10.578, 10.022]"
197,2024-01-29 13:45:00+00:00,72,5,"[9.76, 10.843, 12.742, 11.73, 10.752, 9.198, 8.679, 8.342, 8.029, 7.194, 6.879, 6.937, 6.744, 6.718, 6.937, 7.843, 9.06, 9.593]"
198,2024-02-14 13:00:00+00:00,5,5,"[6.903, 7.223]"
199,2023-10-11 12:30:00+00:00,63,6,"[0.006, 5.7780000000000005, 10.223, 12.779000000000002, 13.214, 12.255, 10.195, 9.886, 8.992, 7.831, 8.295, 8.373000000000001, 8.782, 8.904000000000002, 10.26, 12.65]"
200,2023-10-13 13:45:00+00:00,76,6,"[1.0, 4.648, 7.423000000000002, 7.63, 1.594, 0.505, 0.02, -0.081, -0.009, -0.187, -0.149, -0.172, -0.221, -0.208, -0.096, -0.002, 0.909, 2.06, 0.108]"
201,2023-10-18 15:30:00+00:00,8,6,"[11.054000000000002, 10.69]"
202,2023-10-24 14:15:00+00:00,3,6,[14.0]
203,2023-11-21 13:45:00+00:00,63,6,"[14.034, 14.392, 14.697, 14.208000000000002, 13.235, 12.479, 11.052, 11.091, 9.804000000000002, 9.8, 9.501, 9.501, 9.2, 9.249, 9.487, 12.017]"
204,2023-11-22 14:00:00+00:00,6,6,"[11.984000000000002, 12.7]"
205,2023-11-28 11:00:00+00:00,5,6,"[13.56, 13.772]"
206,2023-11-29 20:45:00+00:00,62,6,"[12.85, 11.427, 10.479, 10.452, 10.22, 10.0, 10.163, 10.63, 12.941, 16.809, 21.927000000000003, 23.713, 22.25, 22.334000000000003, 19.521, 18.981]"
207,2023-12-07 13:45:00+00:00,62,6,"[13.802, 13.387, 12.859000000000002, 12.035, 10.414, 10.036, 9.7, 9.642, 8.708, 8.709000000000001, 8.326, 8.143, 7.952, 8.0, 8.704, 9.969]"
208,2023-12-13 16:15:00+00:00,77,6,"[10.589, 10.241, 9.658, 9.088, 9.235, 8.425, 7.734000000000002, 7.63, 7.715, 7.719, 7.914, 8.257, 9.848, 11.967, 13.065, 12.496, 12.615000000000002, 12.721, 11.956]"
209,2024-01-08 20:30:00+00:00,63,6,"[9.998, 9.149, 8.816, 8.704, 8.5, 8.414, 8.572, 8.928, 10.851, 12.406, 13.324, 12.091, 11.319, 10.578, 10.022, 10.082]"
210,2024-01-21 09:45:00+00:00,9,6,"[4.867, 3.848, 3.769]"
211,2024-01-22 16:45:00+00:00,61,6,"[7.735, 7.199, 6.665, 5.7, 5.589, 4.988, 1.623, 1.01, 0.937, 0.417, 1.022, 3.923, 5.976, 7.642, 6.982, 6.993]"
212,2024-01-25 16:15:00+00:00,52,6,"[11.554, 9.879, 9.107, 8.631, 8.043, 7.516, 6.28, 6.2, 5.849, 5.773, 5.707, 5.216, 5.937]"
213,2024-01-29 14:15:00+00:00,61,6,"[10.843, 12.742, 11.73, 10.752, 9.198, 8.679, 8.342, 8.029, 7.194, 6.879, 6.937, 6.744, 6.718, 6.937, 7.843]"
214,2024-02-01 13:30:00+00:00,65,6,"[7.507, 7.705, 9.161, 9.467, 9.789, 8.997, 8.329, 8.188, 7.338, 6.427, 5.994, 5.8, 5.469, 5.323, 5.507, 6.694]"
215,2024-02-08 17:30:00+00:00,64,6,"[8.606, 8.32, 8.061, 7.56, 6.598, 6.043, 5.861, 5.574, 5.161, 4.996, 5.232, 5.908, 6.679, 7.013, 6.837, 6.952]"
216,2024-02-15 14:00:00+00:00,13,6,"[7.505, 7.905, 8.7, 8.691]"
217,2024-02-20 20:15:00+00:00,57,6,"[5.686, 5.277, 5.065, 4.847, 4.684, 4.477, 4.539, 5.003, 6.6, 8.134, 8.511, 7.034, 6.41, 6.039]"
218,2023-10-10 15:30:00+00:00,4,7,[12.742]
219,2023-10-11 15:00:00+00:00,5,7,"[10.223, 12.779000000000002]"
220,2023-10-12 14:45:00+00:00,12,7,"[14.5, 16.990000000000002, 22.099000000000004]"
221,2023-10-25 14:30:00+00:00,9,7,"[15.373, 15.462000000000002]"
222,2023-11-16 11:30:00+00:00,18,7,"[13.164, 14.682, 15.85, 15.824000000000002, 18.239]"
223,2023-12-15 12:15:00+00:00,89,7,"[8.690000000000001, 8.986, 9.813, 10.433, 10.176000000000002, 9.318, 9.336, 8.836, 8.677, 7.6709999999999985, 6.720000000000001, 6.321000000000001, 6.037, 5.800000000000001, 5.41, 5.564, 5.934000000000001, 6.51, 7.989, 8.366, 8.164, 7.581]"
224,2024-02-06 13:45:00+00:00,15,7,"[4.991, 5.652, 6.297, 6.196]"
225,2024-02-12 16:30:00+00:00,77,7,"[9.6, 8.908, 7.915, 7.154, 6.587, 6.19, 6.859, 6.537, 6.341, 6.049, 6.006, 6.359, 7.069, 8.218, 8.91, 7.512, 6.921, 6.387, 6.053]"
226,2024-02-14 18:30:00+00:00,58,7,"[7.648, 6.968, 6.82, 6.38, 6.171, 6.113, 6.03, 5.975, 6.194, 6.606, 7.221, 8.157, 8.267, 7.876, 7.418]"
227,2024-02-20 13:00:00+00:00,10,7,"[5.179, 5.616, 6.308]"
228,2023-10-12 16:15:00+00:00,54,1,"[22.099000000000004, 15.127000000000002, 12.936000000000002, 12.35, 10.984000000000002, 12.399, 11.5, 10.714, 10.14, 10.008, 9.525, 12.943, 14.345]"
229,2023-10-25 17:15:00+00:00,50,1,"[13.708000000000002, 12.355, 12.006, 11.28, 8.948, 8.991, 8.749, 8.704, 8.992, 10.0, 11.708, 13.366]"
230,2023-12-14 13:15:00+00:00,4,1,[13.074000000000002]
231,2023-12-14 16:15:00+00:00,12,1,"[12.616, 11.427, 10.281]"
232,2023-12-23 10:30:00+00:00,25,1,"[4.736, 4.981000000000001, 5.23, 5.377000000000001, 5.805, 6.812000000000001]"
233,2024-01-06 13:45:00+00:00,12,1,"[9.509, 9.985, 10.427]"
234,2024-01-24 11:00:00+00:00,3,1,[3.932]
235,2024-01-24 12:00:00+00:00,10,1,"[3.644, 4.504, 4.995]"
236,2024-01-24 16:45:00+00:00,56,1,"[5.332, 5.009, 4.218, 4.004, 4.201, 3.853, 4.434, 4.506, 4.334, 4.492, 4.622, 5.238, 6.91, 7.765]"
237,2024-01-27 13:30:00+00:00,5,1,[7.244]
238,2024-01-31 16:45:00+00:00,58,1,"[8.678, 7.365, 6.603, 5.696, 5.408, 3.973, 4.706, 4.112, 4.216, 4.305, 4.691, 5.534, 6.901, 8.612, 9.25]"
239,2024-02-12 12:15:00+00:00,6,1,[6.395]
240,2023-11-07 13:45:00+00:00,68,2,"[10.807, 11.29, 13.684, 14.938, 13.242, 10.472, 9.298, 8.869, 7.417, 7.06, 7.422, 6.673000000000001, 6.198, 6.676000000000001, 7.501000000000001, 8.450000000000001, 10.762]"
241,2023-11-17 14:45:00+00:00,71,2,"[13.765, 14.632, 14.96, 14.1, 12.841, 12.033, 11.814, 11.188, 11.056, 9.738, 9.061, 8.596, 8.248000000000001, 8.248000000000001, 8.619, 9.208, 10.021, 9.736, 9.608, 9.52, 9.47, 9.498, 9.706, 9.761, 9.598, 10.507, 10.734000000000002, 9.124, 8.31, 7.798000000000002, 7.376000000000001, 5.811, 1.913, 0.567, 0.41, 0.013, 0.007, 0.009, 0.233, 0.559, 1.449, 1.882, 1.259, 1.266, 1.167, 0.1, 1.5550000000000002, 6.731000000000001, 8.098, 9.502, 10.455, 10.382, 8.865, 8.438, 8.805, 8.005, 6.83, 6.268000000000001, 5.991, 6.003, 6.476000000000001, 8.043000000000001, 10.275, 12.809, 12.667000000000002, 11.844]"
242,2023-11-22 17:45:00+00:00,58,2,"[11.876, 10.542000000000002, 8.967, 9.021, 7.479000000000001, 6.497, 4.605, 4.112, 3.013, 2.018, 3.256, 8.062000000000001, 11.396, 11.987000000000002, 9.0]"
243,2023-11-30 15:30:00+00:00,61,2,"[26.1, 24.934, 19.449, 15.393, 13.272, 12.472, 11.379, 10.691, 10.263, 9.91, 9.588, 9.607, 10.231000000000002, 12.003, 15.211000000000002]"
244,2024-01-09 17:30:00+00:00,63,2,"[13.043, 12.024, 11.168, 10.618, 9.709, 8.929, 8.676, 8.673, 8.609, 8.63, 8.905, 10.888, 12.629, 14.128, 13.039, 11.856]"
245,2024-01-30 17:45:00+00:00,74,2,"[9.191, 8.604, 7.8, 7.501, 7.151, 7.173, 7.019, 7.089, 6.982, 6.914, 7.382, 8.485, 10.817, 11.993, 9.361, 8.298, 7.709, 7.491, 6.766]"
246,2024-02-01 13:15:00+00:00,74,2,"[7.507, 7.705, 9.161, 9.467, 9.789, 8.997, 8.329, 8.188, 7.338, 6.427, 5.994, 5.8, 5.469, 5.323, 5.507, 6.694, 7.699, 8.932]"
247,2023-12-05 17:15:00+00:00,53,3,"[14.156, 12.863, 11.783, 11.155, 10.328, 9.497, 9.31, 9.257, 9.096, 9.059, 9.389, 10.694, 13.386000000000005]"
248,2023-12-30 07:45:00+00:00,13,3,"[2.7920000000000003, 2.391, 1.989, 2.002]"
249,2024-02-17 10:15:00+00:00,0,3,[]
250,2024-02-17 10:15:00+00:00,34,3,"[5.826, 5.525, 5.909, 6.883, 7.503, 8.793, 11.006, 9.028, 8.093, 7.457, 7.244, 6.911, 6.238, 5.481, 5.144, 5.032, 5.019, 4.847, 4.602, 4.897, 4.728, 4.303, 4.045, 4.1, 4.01, 3.988, 4.287, 5.429, 6.287, 7.2, 7.366, 7.059]"
251,2024-03-03 12:45:00+00:00,1,3,[4.684]
252,2024-03-03 13:00:00+00:00,1,3,[4.684]
253,2024-02-02 12:00:00+00:00,15,4,"[5.652, 5.483, 5.309, 5.273]"
254,2024-02-04 15:30:00+00:00,56,4,"[3.891, 4.601, 3.617, 2.905, 2.452, 2.444, 0.057, 0.0, -0.003, -0.007, -0.013, -0.005, 0.042, 3.897]"
255,2024-02-10 12:30:00+00:00,11,4,"[6.953, 7.717, 8.613]"
256,2024-02-13 08:00:00+00:00,83,4,"[7.512, 6.921, 6.387, 6.053, 6.026, 6.31, 7.07, 7.836, 9.501, 9.988, 9.099, 7.797, 7.186, 6.839, 6.474, 6.063, 5.934, 5.576, 5.479, 5.506, 5.843]"
257,2024-02-16 21:15:00+00:00,42,4,"[6.002, 5.731, 5.7, 5.588, 5.466, 5.462, 5.548, 5.517, 5.69, 6.489]"
258,2024-02-17 08:45:00+00:00,6,4,"[6.202, 6.069]"
259,2024-02-17 11:00:00+00:00,6,4,"[5.826, 5.525]"
260,2024-02-20 18:30:00+00:00,71,4,"[6.848, 6.133, 5.686, 5.277, 5.065, 4.847, 4.684, 4.477, 4.539, 5.003, 6.6, 8.134, 8.511, 7.034, 6.41, 6.039, 5.301, 5.122]"
261,2024-02-22 13:00:00+00:00,60,4,"[6.465, 6.475, 6.325, 6.176, 5.991, 5.242, 4.245, 2.448, 1.206, 0.191, 0.923, 0.107, 0.119, 0.009, 0.002, 0.009]"
262,2024-03-04 00:15:00+00:00,39,4,"[6.741, 6.622, 6.559, 7.083, 8.118, 9.667, 10.297, 8.502, 7.193, 6.489]"
263,2023-11-21 10:30:00+00:00,7,5,"[13.979, 13.978000000000002]"
264,2023-12-06 10:45:00+00:00,11,5,"[14.61, 14.103000000000002, 14.05]"
265,2023-12-12 16:30:00+00:00,67,5,"[10.5, 9.422, 9.215, 8.814, 8.337000000000002, 7.75, 7.536, 7.2959999999999985, 7.370000000000001, 7.143000000000001, 7.302, 7.545, 8.31, 10.241, 9.883000000000001, 10.373, 10.03]"
266,2023-12-19 18:30:00+00:00,46,5,"[8.502, 7.948, 7.568000000000001, 5.9830000000000005, 5.785, 5.048, 4.800000000000001, 3.998, 3.151, 4.002000000000001, 4.672, 6.796]"
267,2023-12-20 18:15:00+00:00,10,5,"[7.798999999999999, 6.678000000000001]"
268,2023-12-22 22:00:00+00:00,45,5,"[1.2000000000000002, 0.004, -0.001, -0.001, -0.002, -0.001, 0.0, 0.01, 0.743, 2.0, 4.208, 4.164000000000001]"
269,2024-01-04 18:00:00+00:00,55,5,"[12.5, 10.359, 10.001, 9.486, 8.883, 8.608, 8.051, 7.701, 7.321, 7.405, 7.603, 8.1, 8.7, 8.957]"
270,2024-01-19 10:45:00+00:00,12,5,"[7.683, 7.335, 7.521]"
271,2024-01-20 08:30:00+00:00,23,5,"[7.18, 7.077, 6.773, 6.878, 7.339, 7.911]"
272,2024-02-07 07:00:00+00:00,11,5,"[8.7, 8.553, 8.117]"
273,2024-02-24 11:30:00+00:00,1,5,[]
274,2024-02-28 19:45:00+00:00,39,5,"[6.259, 6.402, 5.512, 5.511, 5.333, 5.006, 4.703, 4.715, 5.332, 6.203]"
275,2024-03-01 16:30:00+00:00,55,5,"[9.373, 8.719, 7.749, 7.162, 7.006, 6.639, 5.995, 5.603, 5.602, 5.548, 5.488, 5.599, 5.658, 6.067]"
276,2023-10-06 13:15:00+00:00,58,6,"[0.005, 0.004, 0.01, 0.067, 0.6070000000000001, 2.138, 5.244, 6.7170000000000005, 7.082, 6.871, 4.682, 1.962, 1.038, 0.022, 0.1, 2.201, 6.159000000000001, 8.644, 10.228000000000002, 10.891, 10.0, 8.399, 7.619, 7.2, 7.07, 7.064, 7.062000000000001, 7.061, 7.181000000000001, 7.709, 8.351, 10.0, 10.212000000000002, 10.086, 8.694, 7.651, 7.057, 5.515000000000001, 5.460000000000001, 7.08, 8.859, 11.324, 13.567, 16.258000000000003, 13.185, 11.02, 10.442, 9.634, 9.111, 8.745000000000001, 8.244, 7.740000000000002, 7.5, 7.905]"
277,2023-10-14 10:00:00+00:00,24,6,"[-0.094, -0.109, -0.1389999999999999, -0.008, 0.06, 6.719, 11.79, 12.997, 9.691, 8.568000000000001, 7.459, 4.706, 1.467, 0.696, 0.579, 0.906, 0.572, 0.763, 0.588, 2.134, 2.458, 3.09, 0.507, 0.004, -0.009, -0.1, -0.176, -0.023, 0.104, 8.08, 13.990000000000002]"
278,2023-10-16 16:00:00+00:00,61,6,"[21.106, 24.0, 15.994, 14.501, 13.52, 11.922, 12.758, 11.404000000000002, 10.838, 10.55, 11.057, 12.196, 15.025, 16.5, 19.108, 15.94]"
279,2023-10-17 15:45:00+00:00,6,6,"[16.592, 16.445]"
280,2023-10-19 14:45:00+00:00,66,6,"[13.77, 13.887, 13.807, 11.679000000000002, 9.475, 9.7, 8.36, 7.759, 6.369, 5.120000000000001, 3.5270000000000006, 2.305, 4.175, 7.669, 10.812, 11.944, 12.476]"
281,2023-10-22 13:15:00+00:00,10,6,"[7.731999999999998, 12.583]"
